,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
10,kVCCVqIikApTuD_SGHBwHg,unconventional-diner-washington-3,Unconventional Diner,https://s3-media4.fl.yelpcdn.com/bphoto/dsQK-9zHw_Q59u77qh42uQ/o.jpg,False,https://www.yelp.com/biz/unconventional-diner-washington-3?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,2472,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 38.906139, 'longitude': -77.0238}","['pickup', 'delivery']",$$,"{'address1': '1207 9th St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['1207 9th St NW', 'Washington, DC 20001']}",+12028470122,(202) 847-0122,2115.7671528883625
11,bdRDMuU5MsWkwP0w0R4pPQ,north-italia-washington-3,North Italia,https://s3-media4.fl.yelpcdn.com/bphoto/9kq85Ymq2XljaIMy-Vflzw/o.jpg,False,https://www.yelp.com/biz/north-italia-washington-3?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,414,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 38.901568534279306, 'longitude': -77.04787165029607}",['delivery'],$$,"{'address1': '2112 Pennsylvania Ave NW', 'address2': 'Ste 102', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20037', 'country': 'US', 'state': 'DC', 'display_address': ['2112 Pennsylvania Ave NW', 'Ste 102', 'Washington, DC 20037']}",+12028038051,(202) 803-8051,176.3558832586518
12,4_dHpOJO43Yd0D25VaWDQw,planta-queen-washington-dc-washington,PLANTA Queen Washington DC,https://s3-media3.fl.yelpcdn.com/bphoto/aZrbsBwcBpIB0cnHnGb34A/o.jpg,False,https://www.yelp.com/biz/planta-queen-washington-dc-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,125,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.5,"{'latitude': 38.905728, 'longitude': -77.047762}","['pickup', 'delivery']",,"{'address1': '1200 New Hampshire Ave NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20036', 'country': 'US', 'state': 'DC', 'display_address': ['1200 New Hampshire Ave NW', 'Washington, DC 20036']}",+12027905972,(202) 790-5972,627.4536486360714
13,LthUk_yvJSBvXfQrUJZYzg,georgetown-seafood-washington,Georgetown Seafood,https://s3-media3.fl.yelpcdn.com/bphoto/Xn8CBYk0n7ZF1yAGXpyubg/o.jpg,False,https://www.yelp.com/biz/georgetown-seafood-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,164,"[{'alias': 'seafood', 'title': 'Seafood'}]",5.0,"{'latitude': 38.90552, 'longitude': -77.06501}",[],,"{'address1': '1211 Potomac St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20007', 'country': 'US', 'state': 'DC', 'display_address': ['1211 Potomac St NW', 'Washington, DC 20007']}",+12026294119,(202) 629-4119,1670.3444041815246
14,6Qhmt1jo7BMcFcp41fPFVg,the-hamilton-washington,The Hamilton,https://s3-media1.fl.yelpcdn.com/bphoto/jfG17F_PjgYsN5sxJ0XzjA/o.jpg,False,https://www.yelp.com/biz/the-hamilton-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,3352,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.0,"{'latitude': 38.8974544016632, 'longitude': -77.0320804809509}","['pickup', 'delivery']",$$,"{'address1': '600 14th St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20005', 'country': 'US', 'state': 'DC', 'display_address': ['600 14th St NW', 'Washington, DC 20005']}",+12027871000,(202) 787-1000,1325.1483970763636
15,YuwheHAbE4mZRJEbcuBwFw,circa-at-foggy-bottom-washington-2,CIRCA at Foggy Bottom,https://s3-media2.fl.yelpcdn.com/bphoto/rTEhVcs2t6vPD09IWrcoGQ/o.jpg,False,https://www.yelp.com/biz/circa-at-foggy-bottom-washington-2?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,866,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 38.9009382, 'longitude': -77.04997290606106}","['delivery', 'pickup']",$$,"{'address1': '2221 I St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20037', 'country': 'US', 'state': 'DC', 'display_address': ['2221 I St NW', 'Washington, DC 20037']}",+12025065589,(202) 506-5589,272.2514394092347
16,TIIRt0r54hNEYoKJ1v7ccA,chiko-washington-2,Chiko,https://s3-media4.fl.yelpcdn.com/bphoto/Gdf-tSFDrn1jcul30gtXGQ/o.jpg,False,https://www.yelp.com/biz/chiko-washington-2?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,342,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 38.90984, 'longitude': -77.04627}","['pickup', 'delivery']",$$,"{'address1': '2029 P St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20036', 'country': 'US', 'state': 'DC', 'display_address': ['2029 P St NW', 'Washington, DC 20036']}",+12023313040,(202) 331-3040,1081.053820791094
17,FXdIxIb0dXRnltRW10il_Q,mercy-me-washington-2,Mercy Me,https://s3-media3.fl.yelpcdn.com/bphoto/LDoRru4D8IPhiCnvP5n5yQ/o.jpg,False,https://www.yelp.com/biz/mercy-me-washington-2?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,360,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 38.904794, 'longitude': -77.047581}",[],$$,"{'address1': '1143 New Hampshire Ave NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20037', 'country': 'US', 'state': 'DC', 'display_address': ['1143 New Hampshire Ave NW', 'Washington, DC 20037']}",,,525.3164990458249
18,1z9-Szpq0olq23DbPcbplQ,fred-and-stilla-washington,Fred & Stilla,https://s3-media4.fl.yelpcdn.com/bphoto/WTHT-uuOf-DDf4cOO1MneQ/o.jpg,False,https://www.yelp.com/biz/fred-and-stilla-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,18,"[{'alias': 'newamerican', 'title': 'New American'}]",4.5,"{'latitude': 38.91073, 'longitude': -77.04569}",[],,"{'address1': '2015 Massachusetts Ave NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20036', 'country': 'US', 'state': 'DC', 'display_address': ['2015 Massachusetts Ave NW', 'Washington, DC 20036']}",+12022651600,(202) 265-1600,1196.956510187999
19,vKrJ1L3_VPGsGfzC0JN0jw,apéro-washington,Apéro,https://s3-media1.fl.yelpcdn.com/bphoto/ysibUc1YoHuMP76V5YepNA/o.jpg,False,https://www.yelp.com/biz/ap%C3%A9ro-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,75,"[{'alias': 'champagne_bars', 'title': 'Champagne Bars'}, {'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 38.90922189994741, 'longitude': -77.05549099570759}",[],,"{'address1': '2622 P St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20007', 'country': 'US', 'state': 'DC', 'display_address': ['2622 P St NW', 'Washington, DC 20007']}",+12025251682,(202) 525-1682,1249.2970664380127
20,5WX1benO3KDw9SYLnQqErQ,chef-geoffs-west-end-washington,Chef Geoff's West End,https://s3-media2.fl.yelpcdn.com/bphoto/Ayz5wAXzpa4k3jUwgrh6cQ/o.jpg,False,https://www.yelp.com/biz/chef-geoffs-west-end-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,304,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 38.90548157256578, 'longitude': -77.04904170345223}",['delivery'],$$,"{'address1': '2201 M St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20037', 'country': 'US', 'state': 'DC', 'display_address': ['2201 M St NW', 'Washington, DC 20037']}",+12025247815,(202) 524-7815,620.2331655823551
21,rvAvfiL7kwTp5bR02lHegA,mazi-washington-2,Mazi,https://s3-media2.fl.yelpcdn.com/bphoto/4Le5zJbLQw-A1rmVEqb2jg/o.jpg,False,https://www.yelp.com/biz/mazi-washington-2?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,325,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}]",4.5,"{'latitude': 38.90213, 'longitude': -77.03544}","['pickup', 'delivery']",$$$,"{'address1': '1518 K St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20005', 'country': 'US', 'state': 'DC', 'display_address': ['1518 K St NW', 'Washington, DC 20005']}",+12029692858,(202) 969-2858,1027.6318338619365
22,CUxCOqB_pqzU5P0iLPd5tQ,love-makoto-washington,Love Makoto,https://s3-media1.fl.yelpcdn.com/bphoto/MSyg4_xTxQP6NzZC2gs34w/o.jpg,False,https://www.yelp.com/biz/love-makoto-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,170,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 38.89880241362525, 'longitude': -77.01390295741342}",[],$$$$,"{'address1': '200 Massachusetts Ave NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['200 Massachusetts Ave NW', 'Washington, DC 20001']}",+12029927730,(202) 992-7730,2868.051403290136
23,iyBbcXtQSBfiwFQZwVBNaQ,old-ebbitt-grill-washington,Old Ebbitt Grill,https://s3-media2.fl.yelpcdn.com/bphoto/JTKOA8SXcB0CJmGNbgHFKw/o.jpg,False,https://www.yelp.com/biz/old-ebbitt-grill-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,10410,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 38.897967, 'longitude': -77.033342}","['pickup', 'delivery']",$$,"{'address1': '675 15th St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20005', 'country': 'US', 'state': 'DC', 'display_address': ['675 15th St NW', 'Washington, DC 20005']}",+12023474800,(202) 347-4800,1206.3509566695425
24,UdOHrJjqGzdpOUURMrKKtQ,soi-38-washington-2,Soi 38,https://s3-media4.fl.yelpcdn.com/bphoto/CwZpVJBaHj_OjUQBODA7yg/o.jpg,False,https://www.yelp.com/biz/soi-38-washington-2?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,583,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 38.90421, 'longitude': -77.047038}","['pickup', 'delivery']",$$,"{'address1': '2101 L St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20037', 'country': 'US', 'state': 'DC', 'display_address': ['2101 L St NW', 'Washington, DC 20037']}",+12025589215,(202) 558-9215,453.1855709658939
25,zeTqaVpvssznHt_1IxChXQ,blue-duck-tavern-washington,Blue Duck Tavern,https://s3-media4.fl.yelpcdn.com/bphoto/K1J3NMj1hLpZQ5r7BE6j9A/o.jpg,False,https://www.yelp.com/biz/blue-duck-tavern-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,2658,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 38.9055917636612, 'longitude': -77.0511932944776}",['delivery'],$$$,"{'address1': '1201 24th St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20037', 'country': 'US', 'state': 'DC', 'display_address': ['1201 24th St NW', 'Washington, DC 20037']}",+12024196755,(202) 419-6755,706.98344537306
26,bX0I5eVue5e_AC1HtusCrw,no-goodbyes-washington,No Goodbyes,https://s3-media2.fl.yelpcdn.com/bphoto/DfiGK4G3MtNkYoYbknVunA/o.jpg,False,https://www.yelp.com/biz/no-goodbyes-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,57,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 38.92261, 'longitude': -77.04172}",[],,"{'address1': '1770 Euclid St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1770 Euclid St NW', 'Washington, DC 20009']}",+12028644180,(202) 864-4180,2558.0421594560557
27,PXKxSlP82wsqvxnkP0x6jw,off-the-record-washington,Off The Record,https://s3-media4.fl.yelpcdn.com/bphoto/nKz3v0NWBjd5cAcjY_ELGQ/o.jpg,False,https://www.yelp.com/biz/off-the-record-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,371,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'New American'}]",4.0,"{'latitude': 38.90051, 'longitude': -77.037}",['delivery'],$$$,"{'address1': '800 16th St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20006', 'country': 'US', 'state': 'DC', 'display_address': ['800 16th St NW', 'Washington, DC 20006']}",+12026386600,(202) 638-6600,876.7576315607766
28,Lfqd-bdOhfa2jXVm9n36ow,immigrant-food-at-the-white-house-washington,Immigrant Food at The White House,https://s3-media1.fl.yelpcdn.com/bphoto/UgFY2rPZ6h-FKagAW-YS8A/o.jpg,False,https://www.yelp.com/biz/immigrant-food-at-the-white-house-washington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,189,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 38.89930989522125, 'longitude': -77.04013870345734}","['pickup', 'delivery']",$$,"{'address1': '1701 Pennsylvania Ave NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20006', 'country': 'US', 'state': 'DC', 'display_address': ['1701 Pennsylvania Ave NW', 'Washington, DC 20006']}",+12028880760,(202) 888-0760,600.889766476485
29,jlOW8Wd7rOJgaEA_SDLmdA,donburi-washington-4,Donburi,https://s3-media4.fl.yelpcdn.com/bphoto/LiCqnYS_aPYhREF8ibVkPQ/o.jpg,False,https://www.yelp.com/biz/donburi-washington-4?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,191,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 38.904857, 'longitude': -77.043713}","['pickup', 'delivery']",$$,"{'address1': '1134 19th St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20036', 'country': 'US', 'state': 'DC', 'display_address': ['1134 19th St NW', 'Washington, DC 20036']}",+17712006700,(771) 200-6700,597.2497670761315
30,NpAZtXqA9_bYWe9r3jyNow,salt-arlington,Salt,https://s3-media1.fl.yelpcdn.com/bphoto/csXeGgveFiv4vRnnZu-afg/o.jpg,False,https://www.yelp.com/biz/salt-arlington?adjust_creative=oerL3XW15AsRcrkgwvui8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oerL3XW15AsRcrkgwvui8w,210,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'New American'}]",4.5,"{'latitude': 38.89571577172282, 'longitude': -77.07099243299325}",[],$$$,"{'address1': '1201 Wilson Blvd', 'address2': 'Ste G113', 'address3': None, 'city': 'Arlington', 'zip_code': '22209', 'country': 'US', 'state': 'VA', 'display_address': ['1201 Wilson Blvd', 'Ste G113', 'Arlington, VA 22209']}",+17038750491,(703) 875-0491,2133.533833079137
